5bf4217f 1f6e9ed6 a37109ca 5b1345af
46f17063 12c0e5cf 1c961c31 969567ad
d2bcddbd 765f9cbc ac756bf7 c755ba76
5f2f0c16 bc6235d2 672272ac 4fd9ac13
85c2e920 7a00fa40 0bdfc2e0 1fac1e74
1e5e8d51 16b6df1a fc06fa17 ed92b10f
23973637 f70723ea f2b6fef1 8a582963
e0e46931 1ab6b641 36f74905 bec62ae5
e6f2929b b9b4bdcb d3d3eced 77e7cc93
ba7ade4e abb6f9bb aef08838 3c17f0d0
967c7231 4f96e629 dac48c02 5bb2a826
d4eba6c8 a36e6b24 56f71557 b440787e
668785f3 429aee42 28e39bc4 0bd0f560
8b44b060 e5269f3e 7d019e6d b4421b46
6b3d1d37 f4427c9e 07fc1bff a4ac462a
48cc6759 1f1db803 265d4204 a60b4c41
54b475f1 8d24b3c1 791f40e1 3779a68a
62c2c681 d6f5b263 d78adf1b 7a05fe10
25eb8162 cbfc2ea9 4b6d69e7 0bf55818
f7d68a55 ec1d7b2a f74ef9be b00c62de
3743e6ea 1aec38bd 935b14d1 ba63c1b3
54946d45 6c7b4dfd d7ba20f5 8efef768
ab0ff9d5 f5ea802e 5d860d49 6b5b828e
97ced593 063735ae 7c949aeb e91aaa3c
ecee6acc 1aef3cda 6be96889 643ed730
914c86f0 54716150 047b1551 00c3d5d4
c70fefc4 d22b43bb 2c806c64 2a8f66af
4f60ea80 d4a13e9b 749ebf79 871d91af
d0d4981b 36367612 7edce2f8 f6b7359c
d3d62fb9 17455bf9 6384dabe 4206c70c
abf578f5 05626932 99efa925 524880f4
3b115693 981257f9 db48496c 3337a6be
cba5988c 879ead97 86dcfcf7 35ce3bca
8729e770 5a6ba7a7 79163f48 a36661f5
ff05ade5 f03d3b15 0fcbfac8 1cb01844
7a0e85d2 497bbb20 7ffbd13a a40db866
73eef988 8a62e7bb bd2f0f64 0f68a812
c7d93be6 dcc2e9a8 12d93b60 aa634b6c
7a562dc5 d09f8026 28c85731 4c05043d
1c68d29b c100d369 b807401e b3fbc19a
e9862a3a 040d9583 d8198765 aeddc4ab
0cae49f3 0c802562 0af6be99 74e3e5ba
82000a2f df4ed918 327a05bd 9c50de86
600a49b7 6b3334b8 42934dcc 45e993a6
a974f7b5 eab8062a b82d9a75 90f5e704
3a3fb4cc ee1f42f8 c9fe6f8a 01e29bf1
9c520557 8ffd640d e9d07036 e17b4020
6525506e eb2b86cc 58b1d8e2 b82a771f
3ac285e6 f0731aa4 567d12e2 2ab16d5e
9aaf7425 687db4e6 9b108826 63e565cf
487e1ac3 1d2a9d33 8521eed0 961fb680
d472e9e4 5efc6214 a571bdcd a5c20f49
8cec36a1 2db54529 232bdd02 17cdaa58
897f51b2 a9b7553b 5effb876 0f52dfaa
ae2963f6 e3100bc6 f903d2a4 bf705a08
eccd1a00 0068a437 4a41c839 c46f14a8
67cc2bdb 2ec8207c fd8c15ab 497a151b
1c8c2797 151c4836 a1578302 6a7db9a9
0f742ba8 cd7407bd 3437592d e44617d4
62e421ed 286e350f f5e17aee a5cc4383
cf7d484a 8b35e379 464f22f1 4d0ea4ad
bd2b089a 9ddbd0ae 1f14d7d8 3d9e456f
30245b7e 313a8851 e01c7d5f d6ec6521
993bae63 f32f604f c66470b2 1d084a14
af4b0251 34a55960 9249526f 123a8b5a
eff2e442 76b400b9 fd277a2a e7a785d6
0016c98e c76f47b1 c0014a7b dc92e9ca
a3f52db2 02f57763 77905b97 9a6f4ea1
3d458ef6 7db11640 7bd4615d 0cbfafec
0808363c 802ec58d 1969066b b7420407
bfe94dfb 1e251d80 832bf020 2e38cf8b
df1be6c7 9ec1a06b 76ce78ac 6dde653b
3049fef4 f03ad2d3 3c94e613 76817305
ff691861 9e5d456d 7d4a59d2 2fda2b93
1c9c8d7c fce5c938 11efad61 b3d43a38
2006da40 dc302761 59c1d85a 5af6c1e4
1557be71 2408c6de 22f0787a 5c6d76a4
556e0e27 da85be46 ea993cb7 cea20dfd
615fdf03 8069b606 51a8a024 42d08c8a
fcc8eb51 15ffeae1 5c381c7f a6e3adff
54ef9611 20f24e69 60e425ef 2c415951
0ef14f8c 1062fd36 700e9bcb 897f73d6
3b1cb150 b99b9bbd 8bee8fe9 041c7dac
d935c045 153886e0 6d5db482 9b499fd3
64e130ca c646460d ad18fba7 1b10aa05
4c2bf393 71d7e549 493d1efc fd54c5c7
a631ddd7 3b3144a6 8481d8a6 447821f1
3e8cdd7a 91ffb4b9 64a80d3e db101387
9992f008 3a56a084 3ce69422 3868ee26
e98ce4c6 ef8883e3 84f993af 87b2dbe3
7dd302a1 c60778ff 1dff16d9 02a09678
ef88d4cb 4394e26a 890745a0 40bcf677
2af5a537 d0270bf5 a2995a7b 13a950f3
4aff54b8 8af4a94e 04a1c08c 0845d626
c4bcf36a 6e1b9aff dbcee9bd adcd1f0a
611a1a60 e05be58a 049c3d36 ef173d0c
56791eb5 f88b2678 a4e16318 befd6b6c
2e9fdf95 b267b1b1 34120f51 a9b3c152
67ad0070 1b7fbadb 4205cf3a 543b8b8d
ae6d6d11 83810c17 dfe2fe85 7f19a678
07be4d1f 3850e6c1 d3206c7c 87f484af
658778f9 e03d9df9 25cef684 2ccc4e60
bfe1356d d9c84c3c 23b819c8 1a38177e
d8594f58 968444dc 35f53eef e6da6014
fef9d0f8 b890f656 92e30055 992a86bb
2e1f8975 60c5d19d 2d012253 e3a6dab5
f28443d5 756a566c 887c774c b36c230b
2ee33f35 5b3669ec 2dd08c4b 6c3084b6
864d93bf 3fa0673e d53d4ba3 a8e1b6e9
216b8935 0b333abd 2c50d2e5 3ae86350
7bd202de 8f04e9ea 57215ba5 a444f6ca
03d1fa81 01fbef23 840ff739 745bf521
b91a8759 2bc5ff76 195d971c 5ead868b
b1f216d4 ff73a40c 90e6670d 2b65deb6
4e5640b2 8e0b6923 410a9cdb 8f38f377
7497848f b144c74e 25db85ab ff1db40f
f6f0326b 7920a5ad 01b0e94f 5ef21eff
f039c826 bf3141c2 fabe2a40 acdef5c1
ff8219ec 25b4f4f1 db33ecbd 5a015db5
8d5db1c5 d407ac33 59143cd3 2265bdfb
edbf02f0 5a9704c4 faab4edc 954c441e
d17274f2 840c2a3c c64b4e14 08e23671
4a50f28f 1177745e 33587983 1b4beb82
dff56876 7db9aca4 83e38179 c1dbc05a
26fd526c 828fb3db 1a81cda8 8b3f19dd
dc68c84a 5ecd8f29 36917ee1 8ce333af
0979e446 1cd314ac c74e8b1a 5bae1e46
4237d352 fbe99b04 7d3d1d9f 8057223b
2ff923de 11a659d9 c2af2d0e a130deee
09ed1a7c 06f1585f b5b31432 d9066b81
14a475e3 5efb3608 b4005c10 5563b877
a5b7656b ac10fb87 fa291ae9 7af0ef2d
af336a8a 81dddaaf 8c281c20 542065b1
8edaacb0 b6f9f1cb f43e244d bcb9b379
11c0f280 720c8f5f 76e2d277 7a93e937
ef44eeee de5cc563 82da59cf ba2a13db
08437781 054a8ac5 87cad711 52c17aa5
a8ab7853 60433493 717fdd1e d4705a0d
12e53f6c 941fe1f1 83bd6497 2f1ae611
3b618fb7 cc1967ba 99b270d3 a6f9975d
74ecff25 123f0d15 80c123ea 2f44a693
e308a642 619dcad4 1f0d553e 72735850
e9f6ad96 971f357c 250766a8 91f0c685
66caa54b 60229666 c4871fdf b249eb20
9484c50d d655fbfc f3da83c7 63afbe26
58746fc9 73f3449e 6730db8d 514858aa
e9d69f7e 9da9e320 dc3d3a79 15637719
999eff20 1ea77542 72085d68 acc5d745
231b7062 70fa3bd4 9b396f7c 6da6cda2
ff0a0097 78681de8 95648da3 5f412796
2c8cd583 fb67b606 adc9b632 a4518916
96adb161 75006da2 329baafe e549ced3
1924f58d 0786ce89 d4a857bd ca642697
17f4c73f a153cdc4 6ff1fa10 68f5be4b
2433fcd1 82da38da 98b89d19 d66054f3
d3e2ee03 501d6e9f ffb69921 1bf8ebba
db05a792 d4da7ff7 c18fc42d bdca9053
04f6e8b2 29d6d988 d7d790b8 bc6f667f
032e1b09 d2f913a6 1b12fdb3 1ee72392
9982707d 6322d136 bbdece1e a792e585
c42d6efb 1c8668d8 c131c83b 9bfdde1f
40d4af28 b568736c 4915151b 0f614631
f2055a11 e2e34679 19e5e863 c659722c
ddbe877c 5e0074fb d079c7e6 adc80bb4
851b7a3f 94b41629 51958452 be5a38e4
3ed19d76 0500a624 aa859b3b e26f2c93
e40220be 2d0af825 ed6215dd d000fb74
1c9649f3 9af2a488 8aabeaec 78895c58
bcf798b5 d6a4d2df 33be1862 4c37b067
057d04ce a44fc7cf 84a80e82 ba4a1966
cbbb5043 58aaa7b2 37f75674 0990f7ed
77492b89 4748a95b 9ac265e9 a34106f8
7c8fac82 3eb572d0 fbb351d7 7d3ef791
aae2cbea 7f23e11f ce4900d6 0a5fabb7
6b49e38e 50247a87 7166eb74 53ba471a
28fc019c 0b992e81 b33bf9b0 b02cb976
9aa721d9 99cc65ab 5a5b8506 0d0eb82b
e49fdc02 838133bf f06251c1 a1a16d59
5ae8f409 fad804de 9c1b3166 64e86faf
aab7f367 0dc38601 2c7bd014 306a08e8
1b47a05d e0c3e3e8 3909efb9 a4abb9cf
12e12668 c7c2b681 5d433042 f7b60e55
0333f0fd 19c16f46 6f5ba28c 5e89804c
1ede6b61 7c887a0a bc02f42a 8f19ae51
af9268e6 b63b7411 5f2c0717 eb6166c5
5235a820 7677e629 11a572df 29eed0c4
d6d43ff8 6a912917 bfb12059 d0d7e9bd
797aa955 9a6c8d2b 2e16e9c3 6e8fa095
22dca8d5 70be8210 b6df882f a80a33b6
0f57ff85 8e7f6538 6fcde915 e77f5d41
b5f49a24 26d165e7 f6d620f1 cec5ec4d
ff4c9ee3 134314d1 2b13d53e a6e9eabd
f46351c7 3e647a65 9110bebf 655be220
e20efd58 22da583d 3ed6b2cb 769422d2
9de39ade e20f690d 1a9a90ea 37c392d2
35e42102 1f56a81b 360a4fd2 69def9f7
069dd317 a3ef69da 73a3729b 7301bfec
8dccd2cb a4194781 d47c0266 665089fb
389cb592 afb4cf6d 2401b124 4075ce6f
ff3079f5 6715d017 6388cbb0 57bf5238
44f9cc6f 4957f87a 4cbddb5c 8ac239e4
45c4c9f3 74fecf83 fcc4fd10 04ba0094
a7cf681b 5be56fec 2877fad2 07008293
882df3da 4b4d9051 b05806bb ade6702a
8fc307be 422b74d0 559d755b 87569171
f6a49d44 85f6710c b77ed222 e3ea0d8a
6ed7ef7c 62287af5 4361168a 4ea46ab9
f45c7647 831c3c41 c917d66b 883322c8
362ba5c1 fc6931c9 c421ea9d 796905a7
9091dcac d9ab49db fbdbb7b6 1284ad8f
dc212056 76ea080f a4fdd7ba 69884b2e
224ec10f dcd3ab57 f63ca9e2 93e71fd3
16511f8b 8e4222da 8d9f44fe 6f907a93
bdd793b0 bb1e9b61 a1465961 c7e6b91a
45f084f0 05547c23 ce707145 1f8d5e6e
77d23e0d 8c7abb90 0264b11a 1d961a7d
dec9d03c a5d6d5db 243e0f68 c09c4713
4b942d3a e66b5abf ba036645 cf0e5567
1fee9bd4 b5a8d61f 55990b21 b42a6555
81115175 f9b4833c 1bc8d477 d8640e65
087a42d2 6f07231d 0343ffef 213512b8
cb311e55 9e3793c9 72b84442 72ef3897
89b867d8 5f30f1fa 102813c5 370cb2a0
1412469b 53bf177c ee5aa451 296d7f95
52c86bf8 d51cd9ac 0dd4edc2 1b985be4
99d34f9a 73b4c899 c3974dc8 922ff7a8
e2604a47 39f200e5 2e2b8bb3 6f85830a
b8e2ff14 aafaa7bf 7b494fc0 5693331a
eb5ac08f 2723bbc4 721c47e3 8314f919
e92e9296 82a66048 b9fc054a 91cc3555
0abd3dde c1bec800 8fffeef4 697e930c
7a450131 116edf82 baa3b001 af620524
fb5cae23 0fc9ae9b bf85499b bf0c57e6
6479a2f1 a91731b2 f1cc6212 2069292f
5e84e78d ebd63e96 94759a2b 099c6ffd
7876bb9f 832eb71d dead474e aaae279d
8dd93fff 788830a8 f6c03192 532299e1
046e40c2 542de777 8752531d 84c37aa0
4b2dd6ca 07bbf63f ec6c5453 a5bf56dd
f2cf1ac5 f18da843 3739238c c9e0a7e0
4a51154a dd384f5c ca8086fd ba0cf762
5fd19020 3a2e8cef c63e634e 89fda33a
24590eef 0f9e5b47 22319432 ffb0cea5
d837127f d35ab26c 0e9fd436 eeca831c
f13d56c8 2da47512 4fe3fe27 ed21380a
57f44a90 18c88c2f ef7578e9 3b231089
5d5126d0 5fef6539 99455f97 6d13725a
e86745bf 0dde287c c80551f2 adcc2f9e
2327b902 b1b836c0 17d87960 77f93155
82fedc33 7c74a5f4 1988a727 1469bb15
746418ed 1a308d1a c0663838 eb7f4c5b
49710142 9aa8e6fc a1abe073 c1b062c6
04a1e62f 2b3d7fd3 567a849f f3f090fb
2fdf65a7 2ca762c9 dcd75eba 43df9b33
7a4013b6 49c2158d 880ec7f7 2df8fdd5
3c9d30e1 5d07f3c8 f12d21e5 df1c1e03
a451ada9 b562c551 1641b2ad 6dd64332
b88a78c0 34c36670 33433697 77b34f2b
3a43d96f 02124ed4 538a8890 e9a8e624
13be5340 d145ca4c f5cce662 776615d5
680e0516 eac78552 11fdfaf5 1dd9aa3e
b4b1b995 72aa1740 64327cc5 b6858b7f
cedb365c 6f0fdd0d a16910ff c46b8531
86c40662 668fc13f 2e001ac9 0c7888f7
5b2b2670 48e793b5 661a40d2 827407f6
883a39a1 85d96b43 ec17e350 a5d3536c
dc242ae5 bd98de56 5a5231c1 4f20083f
10117d40 4e9d247d f5d131ab a12150c6
a0e0ee9d a8b9cdb1 cf229ac1 decc0a27
a1af360d bb5bcc41 89ceee59 235b4b55
bf80b430 4b2687e9 10472cd2 ca95b3d6
0345b687 1cf8afeb 6b31e614 b91b3fca
3e79a571 5c80dad3 0bf968f4 dc07f518
3cc03e7b 8b477291 3b40f92f d0b1d048
0394acd7 a9d7fb71 db25d614 20bbf3f4
885f094d 5126f030 5aea6d76 988c1afe
8acc7bec 9ea329a1 eefb0fa6 6545e607
fb8c3cd6 4ef4e06e 3afb544e bf55ee03
38f06a34 199a91a6 928fee98 89acb7f9
a7d8969f 39bcc2f7 6844eb60 ddda9a63
2ba91053 7d48ab22 2d72b92b 3221dbda
758a3cfb c14d4284 fcbbfec0 2d08792c
e5b930f8 c6684b80 5846fb27 43ed700d
def8e7bc 7b6979e7 283e638c b3baeb29
62e86c9c 330228dd 1b46e84c 858cc9e9
a723a4e6 3de56495 6982538b 49db7620
37c3ebfd e831728a fa79f5b0 b223d570
151e6203 19aa3179 8931cdf5 16372a8f
d10ef3fb 8f67f11c dcf502bf 6bc97985
21a7c133 6a84c946 1c3925ea b5ab5033
18de3477 df5cc3ee 8c85453f 4348798e
bfd4aea8 7c2b78e1 c45c7dad d9aa7bf3
5ac57c12 57e5cb7c 3fcde375 4d87fafa
3a0a1008 694d0c98 54b5e952 7ed033df
88cdbc3f 4320c694 78802725 ee6ff608
46693d14 0e8116ac 37f43f65 57c900a7
bddef883 92182393 94adc72f cf923007
bbc01fb6 bd507416 979fbe56 08a9a056
4a746dc5 7a2bd757 7cb65a44 6b292ae2
fce35301 73cd3594 17a94f3d ada7bdaa
b5d85952 e6f9b105 7c99ccdb 0e19b1fb
25291396 ad215605 9f432a52 d9b1fdcc
0327bc25 6be30439 fe2f891f fb7f2617
fc9c3d02 dd7d2b0c 0f2447be 10bde930
4ee42c71 62902234 ac69a616 6b5ae6a1
a4d7f125 d95da47e 627042d2 a6283321
3e5a10fb 82931869 7c510a7d 3489b2fd
735a841c 1e0e322e d41d6a97 ed37750c
68726e52 63218e63 38b90301 26bf877c
8e6aad5c 2afd19b1 01b11c00 110f5749
20eb28cf b94630e2 26a5e200 aea40c15
2af73a9c a3eb018f 43837e62 b742618e
668b77ef 91283d21 95f5f21b b9d19ca9
9e7a12dd dd4eaf27 2a8e2bbb 58965335
5233febb d54b6b7c e103dabe 73642ed3
cf4adfa1 9764de66 e8fa84d1 8e85b8be
881205e7 5261e131 5cc2380f aaf5de4b
4aa14c5d 4f434a85 a0fbfc75 0d4ac587
0d6b5bf4 1ab5f02d d7d22b4b 9589c466
05cf4495 70286653 e2482350 78344cf1
1af2f20e 855e4e2d 0c52546c 104220a1
6a414dea d6f2abd5 3b4ae890 f7c50402
15205653 c93d6fe9 0e578fb3 04ef42ed
fad75e71 7e3a8536 49fdeddc 246739d0
0211aea1 19196dba 6b0e4e02 6e92f421
8fdd8ab8 d3e94f09 05e92113 528d4052
a5dc98d0 4e30a8d6 bec7fe47 f0d8098c
96a9f351 86d6edfd ce5b02d5 e393bd20
361ac634 29ee9953 72bfed8d 6ce78397
51abc526 785f5dc7 9d4f24a5 64867e88
fb105614 a76cd8d0 8aaaeb42 ca239697
35a654ea ab399a4e 26312b22 a36bd5c8
df3d59a0 b9932dc2 7447807c ae2203d3
0ddf68af 6b9e3379 637d945e dcb5d3f6
3be6417a d4cda9dd fac34110 b44cf535
7c4c1e41 5d03f505 53f57b16 1aebb0da
bf850947 138c5854 b8a290c4 23dff868
eaca9458 dc5e6a5e 57867112 d9489d4f
e874b084 fd80771e 179bbd1c f6c33eb3
bd3cde17 7f3ea699 4b633aaf d2b6d040
b62e53eb 1de8d6b1 a2f2e6af 0eb2bf7a
be430078 cde44f1b 60ba45b8 e2793bef
28994aac 7ea46459 111ebacb 4e1dc459
7e2c2c35 ded80919 659b7ccc aac0d905
7fd9f451 b6aa84a1 67f80c08 3e6a4887
fc38b8bb a6b03542 93256eb5 ac98e363
5e1ca901 f91a5c08 0aeeb725 277370a3
01b3c36d a48f6b00 4477ce94 a575f262
19b8544f 5ebdaa15 4823bebf a0ab3d46
d88acee9 c94b2953 549f009c 2ae4c826
230d17ca 2523ab6b 56f075cc 103aad1f
596ea665 eee46951 22cc5595 d4d8d8cc
49360507 630ea77c 12f82cdb a678d13e
6421824c 35ab62fc e6788b95 417ac900
85f3c93b 8c78fc59 17669c46 db202411
9f3a54f6 49718adb 17627e80 e5d6e0b1
9fa79472 796cf3ae 02887155 c01795c0
7095d57d defc6228 0981a75f 83267e95
49f3f8eb 21338eed 21bdc687 2d97613b
5ea36e77 a199a3ff fb7bf82f 9353bda9
ecc15ff9 774fbfe4 8b65cfd0 ec03ae25
ad1adfa1 deb072d1 75eb1552 035aa386
2b2d1b47 4d2a9603 6bbeec6f 00f21bcf
e01e04b3 9db05dfd f9481d41 0a1ecbe5
5ad895ac 1be5115c 9fb57058 95ecc4f4
520e7d7a f64fb37c 4e9b474c 460752c8
3a2c4aa3 2e1a3dec 062b2a6e 68106866
25419196 936dfc3a ce59e55a acca517e
ea200e33 5b275a84 5b67beca 49aad559
bf5aee6b 07ce8c54 d569e38e 965a2f60
b29ae499 bbcddb86 b1db3b7a 37af1f3d
895f8352 0b5743fe 42e5e9d4 69a2789b
964f30ba 53c56201 23bb1617 6ebbe674
eaa0330e c27b1b36 af8d743c 70c5167f
5dc17665 e0f56639 55d52b58 5838c377
9a062f92 1a5990de 6d55c8a0 f3be3b98
08f302b9 d433b4aa 444ac7d0 652d629d
0700ca27 8126c71f 2749f479 4b2801e4
74f86753 c97768e4 fcceb963 394812c2
8443e5ce 6e9ebce2 27b07751 55c33e89
74149dfd 06e61ffb 7ee2307b 758d675a
48bd0fff cc63c4cb 23e5bcf5 e73da5fd
5397c5f6 19650326 fd02763e e932184e
87ab8796 7295d43e 085e2c4d ab12f276
2bbc079f 4fdcc32a 6ddfbd31 f06acd0c
7e007dbe bc12e4cc cf80b93e 3cb76e3f
ce54edf5 77d6a322 dd16e210 27fe74c6
3c8a0afe f72ac901 23795560 8b93a0f2
8150a7ab 0f90df8e 2a9989f0 983494df
0b66eff8 b402f595 20d449eb 2477f497
b4ff145d 9393dbdd 36a5b98b dbd00f62
c72f51d4 0196d88e fb8cf924 c18ee911
2c585e58 784b5357 0d00afda 9afa3451
687a2b00 8f6f2465 6b043275 9df7c7ad
ecafefd9 32846975 6be0a521 9409d03c
8e4bad78 93d9e7b6 5e0f4acd a8fe2a48
8f1438bf 87a2bde7 f0bba22f 89fe3735
bbd47bd9 f3d0e68e 3e6094a9 62e4884c
479cc260 d05371da f6034b95 64fd0a07
ac6f0a1f dfb46e44 19cc26cf 38d6bdea
49680e7e 89f4e830 4ac0263c 40251d59
e4068ae9 93f64153 c1cea01b ca578c48
732cde88 fb49854c d2342755 cb747673
8153150c 9cd821e5 f1f4bbcc 8d667f56
d3a5abe6 e0a5772a 58422419 123e7cd3
4692f724 d0ec5d42 5b8d094c 678a0fa2
322cb645 0dfeaa53 58cf4e3a 8240f740
5fa02e52 3309b481 84cb08a9 860cd651
6d14b730 28c3d8ea 276aa046 d286b27c
d675a16c 9da43c8c b7711264 a36d94b0
cb908c5a daa2a95b 7498b48f 19efb827
dc1076d6 077745b1 1a8db3a6 2b37570e
b98d67b9 8c272fe1 558f6e6e 5608a5ad
e66b444c fad77cd7 c8ac0068 f8c253ff
fb2561c8 d7cd48ce 41bff912 b3d7a729
6f6ca8fa 4dc15bbe 207dac32 6e11c07b
5421eb49 c185e5fb 578b0d28 1c6016c5
b489e1ce 705a9f69 43669f59 c6f8aece
a370abaa 007a2e52 984994b6 9777d701
af8d8ad8 6b9ca456 c7c84230 b627ec26
2f7ed390 bc5fa497 9a60b64a 994bb0d3
57677d0f 755a2e1e 32c45b8a d249a253
a3c16f1f be079f9f d00601ac a7c7a6eb
14bb4e8e 275e0935 733a996e d53abc43
104c8e21 b829deb7 b8901677 6ad9de78
39313451 8c609dcc bf9f6ba7 e6578425
4b9ea458 4c4fefc8 60f7dd9a 6bdcd1a4
eda353d7 466f5c86 b55e0e53 afe1275d
5c50dc60 343671f6 f36627d4 72e14e47
b0ab1481 d786e130 959bc9e7 a4d7d8d0
f9299f57 c3935108 e6ea068e ae60c316
32acc281 73755141 45e844a5 c10bc894
32a4ff64 d6b657ec 57c979ae 7d3ee74d
939e064a 9667a95d c8b0656b a610a79e
b5ece73b 3a0ecc5e 5cbe8704 3bf8034d
3d7ae37c a7ffb269 0a91be1e bdf7a8ea
6be4034e bb9956aa 2bbcdbb0 853f6d20
1fbf708b 04dac529 f85e4717 3dedabea
2e10214c 1cca86ad f40f05c7 58cadb22
4bafb876 bb9e947a 98ca878d 894cd350
b48c4165 8279147e c294fabc b20be16c
f705e851 2b8ea16c e9345b0e cd33fc77
2b3b1eeb 5a07165a 67eb933c f4f8d86a
33c8b594 c4506866 0a940f17 07846c11
56066e99 6d35b567 ffff78e7 96e30f71
da9389dd 1e972d77 6a871fb2 2ffde674
7d4c6932 532e07c7 8a65caa9 d2b4da97
9eff4e1a c3d7e8d8 ec39c252 ac4f0a51
8087e321 920df7f4 ffee1485 fcf91a5d
3ecb04ba d6edc8b6 5ea7c465 645783c8
ad5a66a6 9e7ff337 634d775a d79edfe4
6a19c5e3 0ba45f63 1fb04338 decb75c8
b0a02b5d 018c9aa2 9903c95b 3d122a6f
5e073860 877a263d 2bb25d05 473558db
f7f7ce32 715dc239 436a11b1 6ce96940
6742726d 291754ae 073ea778 28110a5a
af65b025 1c0bfeda 4430af90 e08441db
fad823f8 25ff6f21 9fdfe269 56dcfde8
2d600193 8de1ec06 68adf7db dff65fbd
1abdea80 644f3dd9 ab01f67f 0a48e13a
a8a84bd5 84d7c642 38df75fa e99bb506
a6831fde 327eac1c a3b749c5 773875b3
12717eff 8fa6be8b fd858209 7094b722
24c38ba2 4e91e3bc 9f801ee7 046c7cbf
82d37844 f3073ae0 d67e83a9 256dbc9a
47c56cad b79f1fa0 2b47af2d 695a7cd8
89e88bd4 aefda8c9 01dc8760 c290f5b5
512e188e 59f2c671 e9819537 c05e29bd
dcbc4317 ffff19aa 599e71ec 8809b0a5
c68c2208 d3474b3a 3bfc4928 1c7400e3
5c23e75f 5885f5fb 6fd5e5d2 875ef606
7e0204e7 3427f44f ad7bf337 00373235
1653a5f2 214626dd 00456eb6 b73f301d
65eb4ae9 e6028bfa 3990368a f053a3e5
4f81772c f48a2053 ce6fffbb fa2ba442
1ebc29ff 02bf0f3c 428acff2 464fc073
eefe1d00 1c0b636e 85ddb710 195336ed
1e62aabc 86525688 8b99d30f d464e0b7
0a1896a1 4fa5dba9 07f8b4f0 e8bd9dac
97853c0f 3a678f19 c2960b2d 6c660071
ee00b6b2 d805b6da 79fcf4e4 1b5b891e
8115f29f d7d4f194 f138a897 e548b0de
af0e5db9 0cfc7f4f 645c2110 3bf7e953
23427855 1f44fb39 653b0d5a 418e52c8
49c14815 c4b5d910 9a262576 bb45f949
222d487c 09eee237 47963e2a af0aecb7
7cb910ed e98deaf8 76bf2111 a37ff615
3b6562e0 db074ab2 74c847d0 32ff2dc0
4e8acf62 305c7fbc 92c5d635 a755b3f1
5650fc2e b685e9cd cef23125 f45bc717
376bff58 166ba933 2d4916fe b17168ba
42a18867 d6616adc fd6cf7a6 2a9a54fc
e6910a88 c1d3866d 2427f558 b8898344
f2e975e3 645b20fc 3565ec5b 7db44376
1e50691f 3accd70d c4f1e53e 42b04771
03ec3d1e b3baf5bc b0b86abe 7d98d6dd
fe787bef 5699c53f 4ed58e6c 5de4ca1d
a8c95547 d6cb0814 945df071 bbfbe755
610b7cc6 99d8f571 ba399701 4e27fc97
13dc369b 6152fb77 c4d0c500 dd118556
241cf6f1 fcffddb3 b6a34bb0 3af29b7b
c23f2f87 593be790 4f0be219 036ee4c5
832bb46c 6d010065 4fc02939 478612cd
8b462e3e a889466b 6896657f 950fa59f
77a1c51e 490a4f4f 5f8e10dc e11ab684
af75a7d3 cb800f37 48e8d62c 652e264f
92904581 67ab547b 7899bd00 3acb67ea
83f9957c e9619bbf 1a4cee7c 8c5c3784
f824c34e 1db05119 0b34dbea d81f60e4
e4dccefd 58b287fa 722db1ee 03a7265f
e5d1a646 8676da1a 8105bfd1 d97e2434
8390088d a0f19d66 9937480f e0fa2898
889f0769 c5d8dcd5 af4728c3 969bda2b
74686c3b f88d7a48 a2c4abfb 5fcddd3d
a86b9a08 c6d1891e 99b2831d 7e2dc927
959dbf2e 7c6dc85f 54ca37c4 166f16c6
6249b9ed bdde6eb9 10bec1f3 53c509a9
eadcec96 276e2273 c5bf2708 1e62c62d
fa17e140 f56e4573 4459416f d4ffcb71
79ea1b30 17eb0333 775d1151 8c454c7c
441c5111 9d2f1be3 6d367615 a3a8e49d
86544001 016c7224 cb1ff8c4 45538621
6a48122a 7201db8d dc605df6 11ec19f1
e084102f 5144852e de915d38 c6b350bd
9002fcc2 ed75ee51 2c7b6c91 f2c3a856
3721be47 55dfc759 732a819c 59fb3061
044096c1 59b8dbff 3cdce602 0e827794
378a9c08 6e390a28 a4d791b4 11fa9a40
cc1c4dcd c42cc0ef c3cd9ad1 88936f02
916a54fd abb2c127 ab66ae73 1bbe312a
8b568727 62ea66ad 64d7654c eca1c7ec
20109855 b2606d06 b4cde97d b24371fa
6d73bc04 a33e07ed 6e983883 0f0f2efb
1ff7341d ed586e8e e0d4e43b 61dbbfa5
8d2b4ff7 800bce80 2fc66be1 ac880224
222155e2 71afe921 4ddceebc e62113be
b2138634 13fe6657 2ac34d2b 6da0345a
5b722659 9e841714 29f3cce3 973e48db
dbfbc2d2 3b960744 da8f7153 34ed3faa
aca90469 e7786546 2d106ae8 30b3f3ee
78f20030 2f8aa2a3 7d0c5a5c 40222439
6d5078f7 460e7259 de61d615 a34d8e81
4ac5d43a 3699f829 fecb03d3 0e0132ff
4aa997cc c3a600b4 2ace5685 f2623620
70c6caf3 f18eed2f 1b49757e b825ffc2
f69fb5b0 3434c591 708f97dc 65dffe49
ed95887f d5f29e93 18c61ec5 a0c3b3cb
3140a3c5 abf3db31 544a52e6 aa4afe8a
263739bc e49974fd 714eb745 ea062af2
de90b1c9 ffb3750f 467e1ac5 a6901deb
1fe751d9 732d640a 279849b2 431da6e8
